algo,feature_set,feature,importance,std,rank
random_forest,full,bureau_debt_income_ratio,0.0023735338040776098,0.0013434731766798743,11
random_forest,full,BUREAU_HISTORY_YEARS,0.0022629967187707545,0.001560444887592964,12
random_forest,full,AMT_ANNUITY,0.0021912148885113226,0.000982002042218789,13
random_forest,full,REGION_RATING_CLIENT,0.0014169671682282615,0.0010438951970091804,14
random_forest,full,NAME_INCOME_TYPE,0.0013437646526345659,0.0010851625226328476,15
random_forest,full,BUREAU_TOTAL_CREDIT,0.0013251798342455712,0.0014021425758862565,16
random_forest,full,credit_income_ratio,0.0012720312767785236,0.0009967892825409482,17
random_forest,full,REGION_POPULATION_RELATIVE,0.0012580492727007897,0.0013121797023395458,18
random_forest,full,BUREAU_TOTAL_DEBT,0.001165075329195342,0.0007636609138246094,19
random_forest,full,EXT_SOURCE_1_MISSING,0.001130599678732347,0.0005111907656518736,20
random_forest,full,AMT_CREDIT,0.0010407626079193377,0.002027440817674518,21
random_forest,full,ORGANIZATION_TYPE,0.0009922461173740183,0.0014904018761879242,22
random_forest,full,BUREAU_ACTIVE_LOAN_COUNT,0.000855648054736674,0.00022270741449767893,23
random_forest,full,OCCUPATION_TYPE_MISSING,0.0008538449511042379,0.00027663407842774807,24
random_forest,full,FLAG_OWN_CAR,0.0008426707146006851,0.0014533790693796664,25
random_forest,full,ELEVATORS_AVG,0.0008075779230286185,0.0007717558511104543,26
random_forest,full,TOTALAREA_MODE,0.0008050071798607061,0.00031777682642311384,27
random_forest,full,FLAG_WORK_PHONE,0.0007749041459878703,0.000262592172831647,28
random_forest,full,REG_CITY_NOT_WORK_CITY,0.0006767428217195504,0.0003315547293711395,29
random_forest,full,WALLSMATERIAL_MODE,0.0006332413409864124,0.00029879175545259525,30
random_forest,full,BUREAU_NO_RECORD,0.0005546351297162633,0.00018305015442136052,31
random_forest,full,FLAG_DOCUMENT_3,0.0004999734885011653,0.0015405738074084688,32
random_forest,full,bureau_credit_income_ratio,0.00045977540108134706,0.0007106813444454244,33
random_forest,full,AMT_INCOME_TOTAL,0.00043790475323720045,0.0003692962706113834,34
random_forest,full,NAME_CONTRACT_TYPE,0.00041506807746587995,0.0006765992543374426,35
random_forest,full,dti,0.0003716946551394817,0.0012578742164416454,36
random_forest,full,FLAG_PHONE,0.000347699051428757,0.00021821648025021202,37
random_forest,full,ENTRANCES_AVG,0.00029944496400153284,0.0004764001704429209,38
random_forest,full,NAME_FAMILY_STATUS,0.0002286087846891327,0.00014867680853460007,39
random_forest,full,NAME_HOUSING_TYPE,0.0002062163432107189,4.914422847765052e-05,40
random_forest,full,FLAG_DOCUMENT_6,0.00018943268045075733,0.00015455624237884673,41
random_forest,full,CNT_FAM_MEMBERS,0.00018487754617304008,0.0001674357982334867,42
random_forest,full,APARTMENTS_AVG,0.00013385397638355224,0.0007963264286249955,43
random_forest,full,FLOORSMAX_AVG,0.000124614575565668,0.000938599825535743,44
random_forest,full,AMT_REQ_CREDIT_BUREAU_YEAR,9.680134688599962e-05,0.0002706324180301409,45
random_forest,full,CNT_CHILDREN,5.827964571687438e-05,2.479162488249642e-05,46
random_forest,full,BASEMENTAREA_AVG,4.716345404477962e-05,0.0005727732843301873,47
random_forest,full,HOUSETYPE_MODE,3.5157785493239445e-05,0.00013562383410272992,48
random_forest,full,LANDAREA_AVG,3.44160347363176e-05,0.00018851505043706766,49
random_forest,full,YEARS_BEGINEXPLUATATION_AVG,2.390841365080276e-05,0.0006416161878387217,50
random_forest,full,LIVE_CITY_NOT_WORK_CITY,9.918811901787894e-06,5.071645135538447e-05,51
random_forest,full,NAME_TYPE_SUITE,5.6545510372318916e-06,0.00012988958084008624,52
