algo,feature_set,feature,importance,rank
bagging,full,LIVE_CITY_NOT_WORK_CITY,0.00021000670923120225,65
bagging,full,FLAG_DOCUMENT_6,0.00016587131683832283,66
bagging,full,AMT_REQ_CREDIT_BUREAU_MON,0.00012721128210866042,67
bagging,full,REG_CITY_NOT_LIVE_CITY,0.0001268126118446904,68
bagging,full,EXT_SOURCE_3_MISSING,0.00011039532680181661,69
bagging,full,BUREAU_NO_RECORD,7.257542159070979e-05,70
bagging,full,FLAG_DOCUMENT_8,5.742968015995745e-05,71
bagging,full,FLAG_EMP_PHONE,3.903395222505743e-05,72
bagging,full,FLAG_EMAIL,3.6324443182439064e-05,73
bagging,full,REG_REGION_NOT_LIVE_REGION,0.0,74
bagging,full,REG_REGION_NOT_WORK_REGION,0.0,75
bagging,full,BUREAU_TOTAL_OVERDUE,0.0,76
bagging,full,AMT_REQ_CREDIT_BUREAU_WEEK,0.0,77
bagging,full,FLAG_DOCUMENT_5,0.0,78
bagging,full,LIVE_REGION_NOT_WORK_REGION,0.0,79
bagging,full,BUREAU_OVERDUE_LOAN_COUNT,0.0,80
bagging,full,bureau_overdue_loan_share,0.0,81
bagging,full,BUREAU_MAX_DAYS_OVERDUE,0.0,82
random_forest,reduced,credit_term_implied,0.22106191469946487,1
random_forest,reduced,employment_years,0.15211457848140164,2
random_forest,reduced,age_years,0.12454757869529981,3
random_forest,reduced,employment_ratio,0.09368561937682862,4
random_forest,reduced,bureau_debt_income_ratio,0.08274664506329919,5
random_forest,reduced,bureau_active_loan_count,0.08256986487648588,6
random_forest,reduced,bureau_credit_income_ratio,0.07255185781698903,7
random_forest,reduced,dti,0.04895292758964932,8
random_forest,reduced,credit_income_ratio,0.04876208861963133,9
random_forest,reduced,bureau_loan_count,0.032723283591626955,10
random_forest,reduced,income_per_capita_ratio,0.020799257289252592,11
random_forest,reduced,bureau_no_record,0.00955089274549013,12
random_forest,reduced,children_ratio,0.003797878009377498,13
random_forest,reduced,bureau_overdue_income_ratio,0.0025810654674025347,14
random_forest,reduced,bureau_overdue_loan_share,0.0020818623785405087,15
random_forest,reduced,bureau_overdue_loan_count,0.0007625005514700326,16
random_forest,reduced,bureau_has_overdue,0.0007101847477899658,17
random_forest,full,EXT_SOURCE_3,0.2233761235162964,1
random_forest,full,EXT_SOURCE_2,0.22312651808030082,2
random_forest,full,EXT_SOURCE_1,0.07060944795211088,3
random_forest,full,credit_goods_markup,0.0495719293484742,4
random_forest,full,DAYS_EMPLOYED,0.045700582404289654,5
random_forest,full,DAYS_BIRTH,0.038688059391556576,6
random_forest,full,credit_term_implied,0.03569909376259327,7
random_forest,full,BUREAU_HISTORY_YEARS,0.022306798282846492,8
random_forest,full,NAME_EDUCATION_TYPE,0.021275143786653083,9
random_forest,full,CODE_GENDER,0.015391090843115766,10
random_forest,full,DAYS_LAST_PHONE_CHANGE,0.013701265771905936,11
random_forest,full,bureau_debt_income_ratio,0.013467179827698466,12
random_forest,full,BUREAU_ACTIVE_LOAN_COUNT,0.013464869891604909,13
random_forest,full,AMT_CREDIT,0.012089077377378443,14
random_forest,full,DAYS_ID_PUBLISH,0.011722896068986481,15
random_forest,full,bureau_credit_income_ratio,0.011100796864468241,16
random_forest,full,BUREAU_TOTAL_DEBT,0.010995918093589607,17
random_forest,full,FLAG_DOCUMENT_3,0.010244942755810308,18
random_forest,full,BUREAU_TOTAL_CREDIT,0.009910787827957394,19
random_forest,full,AMT_ANNUITY,0.009620345704664935,20
random_forest,full,REGION_RATING_CLIENT,0.008294873517051559,21
random_forest,full,OCCUPATION_TYPE,0.007977227469212565,22
random_forest,full,ORGANIZATION_TYPE,0.007971207425880877,23
random_forest,full,REGION_POPULATION_RELATIVE,0.007925313717100676,24
random_forest,full,credit_income_ratio,0.007421317063967873,25
random_forest,full,dti,0.007374690968113445,26
random_forest,full,NAME_INCOME_TYPE,0.006960523178729277,27
random_forest,full,DAYS_REGISTRATION,0.00613703071295006,28
random_forest,full,FLAG_EMP_PHONE,0.004868474952282497,29
random_forest,full,BUREAU_LOAN_COUNT,0.0048428579921041695,30
random_forest,full,AMT_INCOME_TOTAL,0.004468588258427007,31
random_forest,full,TOTALAREA_MODE,0.004373179325501028,32
random_forest,full,FLAG_OWN_CAR,0.0035711011985755754,33
random_forest,full,NAME_CONTRACT_TYPE,0.003551990533579435,34
random_forest,full,LIVINGAREA_AVG,0.003476573754180437,35
random_forest,full,REG_CITY_NOT_WORK_CITY,0.003438008426591623,36
random_forest,full,FLOORSMAX_AVG,0.0033989796151641903,37
random_forest,full,ELEVATORS_AVG,0.0031894438026434176,38
random_forest,full,income_per_capita_ratio,0.003074828709206155,39
random_forest,full,HOUR_APPR_PROCESS_START,0.0028209221366486893,40
random_forest,full,APARTMENTS_AVG,0.0027531257441753515,41
random_forest,full,EXT_SOURCE_1_MISSING,0.0023242011895538792,42
random_forest,full,AMT_REQ_CREDIT_BUREAU_YEAR,0.0018997664334914678,43
random_forest,full,YEARS_BEGINEXPLUATATION_AVG,0.001835022009547443,44
random_forest,full,WEEKDAY_APPR_PROCESS_START,0.0017223796464603675,45
random_forest,full,OBS_30_CNT_SOCIAL_CIRCLE,0.0014707541116770655,46
random_forest,full,DEF_30_CNT_SOCIAL_CIRCLE,0.0014660580963502378,47
random_forest,full,WALLSMATERIAL_MODE,0.0014220746716859672,48
random_forest,full,EMERGENCYSTATE_MODE,0.0013862223178169415,49
random_forest,full,EXT_SOURCE_3_MISSING,0.0013470477508477166,50
random_forest,full,BASEMENTAREA_AVG,0.0013363511935810513,51
random_forest,full,NONLIVINGAREA_AVG,0.0013230935309499125,52
random_forest,full,OCCUPATION_TYPE_MISSING,0.0012881358856895043,53
random_forest,full,BUREAU_NO_RECORD,0.0012318896520794587,54
random_forest,full,HOUSETYPE_MODE,0.0011036170491886817,55
random_forest,full,NAME_FAMILY_STATUS,0.001100774148902593,56
random_forest,full,DEF_60_CNT_SOCIAL_CIRCLE,0.0010127431155878266,57
random_forest,full,ENTRANCES_AVG,0.0009687623734908301,58
random_forest,full,LANDAREA_AVG,0.000917013082867003,59
random_forest,full,FLAG_WORK_PHONE,0.0008230981900717639,60
random_forest,full,CNT_FAM_MEMBERS,0.0007506816234717856,61
random_forest,full,FLAG_PHONE,0.0004822776060964942,62
random_forest,full,REG_CITY_NOT_LIVE_CITY,0.00043758957354147576,63
random_forest,full,CNT_CHILDREN,0.0003816798714369954,64
random_forest,full,AMT_REQ_CREDIT_BUREAU_QRT,0.0003422438317419425,65
random_forest,full,NAME_HOUSING_TYPE,0.00030259815168187957,66
random_forest,full,LIVE_CITY_NOT_WORK_CITY,0.00026069560333034507,67
random_forest,full,FLAG_OWN_REALTY,0.00021248625472711845,68
random_forest,full,FLAG_DOCUMENT_8,0.00019976791829699338,69
random_forest,full,NAME_TYPE_SUITE,0.0001831719960005822,70
random_forest,full,FLAG_DOCUMENT_6,0.0001714845782259127,71
random_forest,full,AMT_REQ_CREDIT_BUREAU_MON,0.00014885213881055234,72
random_forest,full,BUREAU_OVERDUE_LOAN_COUNT,8.407461626759858e-05,73
random_forest,full,BUREAU_TOTAL_OVERDUE,7.252793284583365e-05,74
random_forest,full,FLAG_DOCUMENT_5,3.773779929708994e-05,75
random_forest,full,REG_REGION_NOT_WORK_REGION,0.0,76
random_forest,full,FLAG_EMAIL,0.0,77
random_forest,full,REG_REGION_NOT_LIVE_REGION,0.0,78
random_forest,full,AMT_REQ_CREDIT_BUREAU_WEEK,0.0,79
random_forest,full,LIVE_REGION_NOT_WORK_REGION,0.0,80
random_forest,full,bureau_overdue_loan_share,0.0,81
random_forest,full,BUREAU_MAX_DAYS_OVERDUE,0.0,82
xgboost,reduced,credit_term_implied,0.13387395441532135,1
xgboost,reduced,bureau_active_loan_count,0.09503567218780518,2
xgboost,reduced,employment_years,0.08624269813299179,3
xgboost,reduced,bureau_debt_income_ratio,0.06724844127893448,4
xgboost,reduced,age_years,0.06513645499944687,5
xgboost,reduced,bureau_credit_income_ratio,0.06451284885406494,6
xgboost,reduced,bureau_overdue_income_ratio,0.05876898020505905,7
xgboost,reduced,employment_ratio,0.054273173213005066,8
xgboost,reduced,bureau_loan_count,0.05178692191839218,9
xgboost,reduced,dti,0.049723487347364426,10
xgboost,reduced,bureau_no_record,0.04654862359166145,11
xgboost,reduced,credit_income_ratio,0.04574744403362274,12
xgboost,reduced,income_per_capita_ratio,0.043574921786785126,13
xgboost,reduced,bureau_overdue_loan_share,0.04211951047182083,14
xgboost,reduced,bureau_overdue_loan_count,0.04171084612607956,15
xgboost,reduced,children_ratio,0.03971400856971741,16
xgboost,reduced,bureau_has_overdue,0.013982018455862999,17
xgboost,full,EXT_SOURCE_3,0.05570819228887558,1
xgboost,full,EXT_SOURCE_2,0.05051031708717346,2
xgboost,full,NAME_EDUCATION_TYPE,0.03696911036968231,3
xgboost,full,CODE_GENDER,0.03292367234826088,4
xgboost,full,EXT_SOURCE_1,0.024311810731887817,5
xgboost,full,credit_goods_markup,0.021560456603765488,6
xgboost,full,FLAG_DOCUMENT_3,0.020531317219138145,7
xgboost,full,FLAG_OWN_CAR,0.01955367997288704,8
xgboost,full,NAME_CONTRACT_TYPE,0.018304351717233658,9
xgboost,full,BUREAU_ACTIVE_LOAN_COUNT,0.016968704760074615,10
xgboost,full,credit_term_implied,0.01682230643928051,11
xgboost,full,DAYS_EMPLOYED,0.01631205715239048,12
xgboost,full,REGION_RATING_CLIENT,0.015994951128959656,13
xgboost,full,DEF_60_CNT_SOCIAL_CIRCLE,0.014927144162356853,14
xgboost,full,REG_CITY_NOT_LIVE_CITY,0.014125213958323002,15
xgboost,full,BUREAU_TOTAL_CREDIT,0.01404329389333725,16
xgboost,full,DAYS_BIRTH,0.013803938403725624,17
xgboost,full,EXT_SOURCE_1_MISSING,0.01366760116070509,18
xgboost,full,FLAG_WORK_PHONE,0.012693516910076141,19
xgboost,full,NAME_FAMILY_STATUS,0.012499836273491383,20
xgboost,full,DEF_30_CNT_SOCIAL_CIRCLE,0.012407924979925156,21
