label,bagging,decision_tree,random_forest,xgboost
EMERGENCY,0.7308970099667774,0.631578947368421,0.3425925925925926,0.8529411764705882
DEBT_FOCUS,0.9029982363315696,0.8199643493761141,0.8586572438162544,0.9045045045045044
BUILD_BUFFER,0.880481513327601,0.8277056277056277,0.8207705192629816,0.8961845607808341
GROWTH,0.9287925696594428,0.8969823100936525,0.85546875,0.9202453987730062
